Division Name,Dept,Course,Name,Meth,Succ.,Compl,A,B,C,IPP,D,F,INP,W,Total
Fine Arts,THEA,THEA-103,"Harrison, Ayla",ONLIN,0.91,0.97,18.0,8,3,0,1,1,0,1,32
Fine Arts,THEA,THEA-104,"Harrison, Ayla",ONLIN,0.55,0.75,6.0,3,2,0,0,4,0,5,20
Fine Arts,THEA,THEA-113,"Francois, Sarahjeen",ECC,0.71,0.86,9.0,1,0,0,0,2,0,2,14
Fine Arts,THEA,THEA-113,"Hall, Jocelyn",ECC,0.7,0.7,4.0,1,2,0,0,0,0,3,10
Fine Arts,THEA,THEA-113,"Nieto, Dee Marie",ECC,0.5,0.79,0.0,4,3,0,1,3,0,3,14
Fine Arts,THEA,THEA-114,"Caeti, Frank",ECC,1.0,1.0,14.0,3,2,0,0,0,0,0,19
Fine Arts,THEA,THEA-184,"Sherman, Kira",ECC,0.95,0.95,9.0,9,3,0,0,0,0,1,22
Fine Arts,THEA,THEA-188,"Foster, Courtney",ECC,0.93,0.93,6.0,3,4,0,0,0,0,1,14
Fine Arts,THEA,THEA-197ABCD,"Sack, Adam",ECC,0.68,0.84,13.0,0,0,0,0,3,0,3,19
Fine Arts,THEA,THEA-197ABCD,"Sherman, Kira",ECC,0.96,0.96,20.0,6,1,0,0,0,0,1,28
Fine Arts,THEA,THEA-214A,"Francois, Sarahjeen",HSDUL,0.84,0.89,13.0,2,1,0,1,0,0,2,19
Fine Arts,THEA,THEA-214A,"Garayua, Gloria",ECC,0.88,0.94,11.0,2,1,0,1,0,0,1,16
Fine Arts,THEA,THEA-215,"Caeti, Frank",ECC,1.0,1.0,12.0,1,1,0,0,0,0,0,14
Fine Arts,THEA,THEA-240,"Hall, Jocelyn",ECC,0.8,0.8,4.0,0,0,0,0,0,0,1,5
Fine Arts,THEA,THEA-270ABCD,"Buckley, Naomi",ECC,1.0,1.0,16.0,0,0,0,0,0,0,0,16
Fine Arts,THEA,THEA-274ABCD,"Nakawatase, Daniel",ECC,1.0,1.0,16.0,3,0,0,0,0,0,0,19
Fine Arts,THEA,THEA-297AB,"Sherman, Kira",ECC,1.0,1.0,2.0,0,0,0,0,0,0,0,2
"Health
Sciences & Athletics",AJ,AJ-10,"Gulcher, Andrew",ECC,1.0,1.0,13.0,0,0,0,0,0,0,0,13
"Health
Sciences & Athletics",AJ,AJ-100,"Causey, Roberto",LIVEO,0.53,0.65,2.0,5,2,0,1,1,0,6,17
"Health
Sciences & Athletics",AJ,AJ-100,"Clansy, Andre",ECC,0.87,0.96,14.0,3,3,0,0,2,0,1,23
"Health
Sciences & Athletics",AJ,AJ-100,"Jackson, Deryl",HSDUL,0.53,0.67,1.0,2,5,0,1,1,0,5,15
"Health
Sciences & Athletics",AJ,AJ-100,"Mason, Donald",ECC,0.62,0.9,13.0,4,1,0,1,7,0,3,29
"Health
Sciences & Athletics",AJ,AJ-100,"Mauger, Dina",ONLIN,0.92,0.96,20.0,2,1,0,0,1,0,1,25
"Health
Sciences & Athletics",AJ,AJ-103,"Beckman, Hoda",ECC,0.63,0.72,8.0,11,1,0,1,2,0,9,32
