Division Name,Dept,Course,Name,Meth,Succ.,Compl,A,B,C,IPP,D,F,INP,W,Total
Humanities,ENGL,ENGL-1C,"Annick, Jennifer",ONLIN,0.57,0.8,8,13,7,0,6,5,0,10,49
Humanities,ENGL,ENGL-1C,"Burnham, Stephanie",ONLIN,0.86,0.96,35,8,5,0,1,5,0,2,56
Humanities,ENGL,ENGL-1C,"Crotwell, Dana",ONLIN,0.67,0.8,17,11,9,0,2,5,0,11,55
Humanities,ENGL,ENGL-1C,"Donnell, Sean",ECC,0.9,0.97,17,7,2,0,0,0,2,1,29
Humanities,ENGL,ENGL-1C,"Page, Christopher",ONLIN,0.9,0.9,23,5,0,0,0,0,0,3,31
Humanities,ENGL,ENGL-1CH,"Harmon, Alika",ONLIN,0.96,1.0,22,0,1,0,1,0,0,0,24
Humanities,HUMA,HUMA-1,"Mavromati Duncan, Anna",ONLIN,0.8,0.89,14,14,0,0,1,2,0,4,35
Humanities,HUMA,HUMA-1,"Wright, Terry",ONLIN,0.85,0.98,26,7,1,0,0,5,0,1,40
Humanities,SLAN,SLAN-111,"Gough, Timothy",ONLIN,0.63,0.85,17,8,5,0,3,8,0,7,48
Humanities,SLAN,SLAN-130,"Gough, Timothy",ONLIN,0.5,1.0,10,4,1,0,0,15,0,0,30
Humanities,SPAN,SPAN-1,"Prada, Claudia",ONLIN,0.88,0.91,26,2,1,0,0,1,0,3,33
Humanities,SPAN,SPAN-1,"Quezada, Veronica",ONLIN,0.63,0.75,7,6,2,0,0,3,0,6,24
Industry & Technology,ACR,ACR-31,"Der-Antonian, Henry",ONLIN,1.0,1.0,10,2,1,0,0,0,0,0,13
Industry & Technology,ACR,ACR-34,"Shute, Stephen",ECC,0.86,1.0,22,5,4,0,1,4,0,0,36
Industry & Technology,ACRP,ACRP-6,"Alcaraz Munoz, Saul",ECC,0.91,1.0,14,4,2,0,1,1,0,0,22
Industry & Technology,ACRP,ACRP-6,"Magana, German",ECC,0.95,1.0,12,8,1,0,0,1,0,0,22
Industry & Technology,ARCH,ARCH-100,"Greas, Mina",ONLIN,0.67,0.95,13,0,1,0,1,5,0,1,21
Industry & Technology,COSM,COSM-4,"Brewer Smith, Charlene",HYBRD,0.97,1.0,24,5,2,0,0,1,0,0,32
